GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	0.987	176.195	0.9985	0.852	0.982	176.601	0.9983	0.895	1.139	172.203	0.9999	1.871	1.131	172.571	1.0000	1.674
 0	 1	0.925	173.100	0.9997	0.387	0.936	171.923	0.9989	0.685	0.998	172.535	0.9979	2.286	0.990	172.675	0.9977	2.272
 0	 2	0.871	172.985	0.9924	1.699	0.813	177.010	0.9977	0.866	0.959	171.300	0.9981	2.578	0.926	172.333	0.9985	1.343
 0	 3	0.843	173.470	0.9994	0.449	0.843	173.350	1.0000	0.105	0.923	171.468	0.9983	1.192	0.911	171.917	0.9986	1.172
 0	 4	0.772	176.805	0.9989	0.570	0.782	176.479	0.9986	0.657	0.848	173.602	0.9990	1.651	0.868	172.562	0.9985	1.331
 0	 5	0.798	173.450	0.9993	0.478	0.786	173.935	0.9990	0.566	0.847	172.602	0.9979	1.246	0.838	172.523	0.9982	1.295
 0	 6	0.815	170.210	0.9881	1.999	0.775	173.085	0.9980	0.777	0.836	171.045	0.9980	2.859	0.829	171.538	0.9985	1.302
 0	 7	0.807	169.085	0.9970	0.987	0.771	172.231	0.9999	0.177	0.836	170.289	0.9983	2.425	0.809	171.776	0.9987	1.153
 1	 0	1.133	188.335	0.9995	0.546	1.122	188.961	0.9999	0.283	1.371	180.102	1.0000	1.428	1.361	180.384	1.0000	0.901
 1	 1	1.048	185.355	0.9984	0.926	1.042	185.401	0.9997	0.389	1.207	179.994	0.9978	1.762	1.191	180.325	0.9978	1.186
 1	 2	1.033	181.565	0.9919	2.084	0.960	187.026	0.9963	1.301	1.157	178.659	0.9982	2.788	1.134	179.320	0.9983	1.546
 1	 3	1.000	181.600	0.9992	0.643	0.963	183.841	0.9989	0.727	1.105	178.770	0.9983	1.830	1.078	179.634	0.9985	1.057
 1	 4	0.932	183.905	0.9995	0.447	0.960	182.295	0.9999	0.245	1.029	180.519	0.9989	1.471	1.055	179.332	0.9983	1.632
 1	 5	0.930	181.825	0.9992	0.606	0.927	181.457	0.9987	0.753	1.021	178.992	0.9980	1.745	1.000	179.384	0.9983	1.310
 1	 6	0.974	175.330	0.9876	2.435	0.919	179.434	0.9982	0.878	0.994	177.171	0.9981	3.599	1.003	177.125	0.9985	1.362
 1	 7	0.950	174.785	0.9970	1.158	0.885	180.455	0.9999	0.227	0.984	176.430	0.9983	2.784	0.963	177.708	0.9984	0.539
 2	 0	1.099	171.330	0.9982	1.057	1.085	172.077	0.9997	0.428	1.288	166.803	0.9999	2.461	1.270	167.499	1.0000	1.599
 2	 1	0.998	171.210	0.9991	0.673	0.993	170.953	0.9993	0.589	1.139	167.255	0.9976	2.571	1.120	167.737	0.9976	1.986
 2	 2	1.003	166.150	0.9878	2.488	0.924	171.776	0.9978	0.963	1.103	165.594	0.9980	3.609	1.061	167.014	0.9985	1.272
 2	 3	0.947	168.630	0.9992	0.606	0.909	170.918	0.9997	0.346	1.069	165.525	0.9982	1.880	1.028	167.074	0.9986	1.664
 2	 4	0.857	172.745	0.9992	0.543	0.904	169.535	1.0000	0.107	0.973	168.454	0.9991	2.214	1.002	167.071	0.9983	1.767
 2	 5	0.871	170.205	0.9996	0.404	0.857	170.677	0.9967	1.105	0.979	166.826	0.9975	1.874	0.955	167.199	0.9980	1.923
 2	 6	0.923	163.600	0.9799	2.959	0.848	169.474	0.9966	1.112	0.965	164.479	0.9977	4.323	0.957	165.613	0.9985	2.050
 2	 7	0.899	163.330	0.9959	1.297	0.826	169.629	0.9991	0.552	0.970	163.331	0.9979	3.294	0.937	165.278	0.9985	1.098
 3	 0	1.047	193.565	0.9962	1.444	1.014	195.879	0.9993	0.581	1.266	187.409	0.9998	2.991	1.250	187.849	0.9999	1.663
 3	 1	0.940	194.050	0.9924	1.838	0.927	194.232	0.9990	0.641	1.107	188.257	0.9973	3.593	1.093	188.343	0.9974	2.115
 3	 2	0.948	189.630	0.9644	4.073	0.866	195.623	0.9913	1.813	1.086	186.822	0.9977	5.031	1.042	188.343	0.9984	1.924
 3	 3	0.916	190.195	0.9971	1.108	0.879	192.403	0.9998	0.295	1.041	186.819	0.9981	3.281	0.999	188.444	0.9985	1.813
 3	 4	0.800	196.905	0.9968	1.008	0.840	194.608	0.9978	0.890	0.937	190.843	0.9992	2.268	0.976	188.965	0.9985	1.946
 3	 5	0.837	192.810	0.9994	0.464	0.828	192.948	0.9958	1.208	0.953	188.948	0.9971	2.548	0.932	189.112	0.9984	1.669
 3	 6	0.922	183.810	0.9660	3.873	0.828	191.279	0.9934	1.504	0.955	185.533	0.9971	5.981	0.954	186.542	0.9984	2.545
 3	 7	0.925	181.455	0.9918	1.875	0.813	191.100	0.9993	0.490	0.973	184.051	0.9975	4.457	0.921	186.958	0.9986	0.911
